domain,epochs,iter,样本数,F1,EM
bridgeours_5_bart,10,2,128,0.7861,0.6495
bridgeours_5_bart,10,2,64,0.6874,0.5444
bridgeours_5_bart,10,2,32,0.6677,0.4813
bridgeours_5_bart,10,2,512,0.8325,0.6752
bridgeours_5_bart,10,2,16,0.5738,0.4369
bridgeours_5_bart,10,2,256,0.8028,0.6612
bridgeours_5_bart,10,2,2844,0.9316,0.8715
bridgeours_6_bart,10,1,2048,0.8646,0.7593
bridgeours_6_bart,10,1,1024,0.8509,0.7243
bridgeours_6_bart,10,1,128,0.7535,0.6121
bridgeours_6_bart,10,1,2844,0.9347,0.8668
bridgeours_6_bart,10,1,64,0.7182,0.5958
bridgeours_6_bart,10,1,32,0.5680,0.4346
bridgeours_6_bart,10,1,512,0.8340,0.6893
bridgeours_6_bart,10,1,16,0.6386,0.4930
bridgeours_6_bart,10,1,256,0.8039,0.6706
bridgeours_6_bart,10,1,2048,0.8822,0.7687
bridgeours_6_bart,10,1,1024,0.8843,0.7804
bridgeours_6_bart,10,1,128,0.7354,0.5748
bridgeours_6_bart,10,1,64,0.7199,0.5678
bridgeours_6_bart,10,1,2844,0.9200,0.8481
bridgeours_6_bart,10,1,32,0.6876,0.5421
bridgeours_6_bart,10,1,512,0.8445,0.7079
bridgeours_6_bart,10,1,16,0.6126,0.4790
bridgeours_6_bart,10,1,256,0.7966,0.6636
bridgeours_6_bart,10,1,2048,0.8794,0.7850
bridgeours_6_bart,10,1,1024,0.8417,0.7173
bridgeours_6_bart,10,1,128,0.7638,0.6262
bridgeours_6_bart,10,1,2844,0.9187,0.8458
bridgeours_6_bart,10,1,64,0.7172,0.5888
bridgeours_6_bart,10,1,32,0.6378,0.5070
bridgeours_6_bart,10,1,512,0.8133,0.6752
bridgeours_6_bart,10,1,16,0.6044,0.4556
bridgeours_6_bart,10,1,256,0.8220,0.6846
bridgeours_6_bart,10,1,2048,0.8849,0.7804
bridgeours_6_bart,10,1,1024,0.8469,0.7336
bridgeours_6_bart,10,1,128,0.7773,0.6402
bridgeours_6_bart,10,1,64,0.7082,0.5724
bridgeours_6_bart,10,1,32,0.6678,0.5304
bridgeours_6_bart,10,1,2844,0.9303,0.8668
bridgeours_6_bart,10,1,512,0.8229,0.6846
bridgeours_6_bart,10,1,16,0.5869,0.4463
bridgeours_6_bart,10,1,256,0.7799,0.6355
bridgeours_6_bart,10,1,2844,0.9232,0.8528
bridgeours_6_bart,10,1,2048,0.8837,0.7710
bridgeours_6_bart,10,1,1024,0.8595,0.7500
bridgeours_6_bart,10,1,128,0.7518,0.6238
bridgeours_6_bart,10,1,64,0.7082,0.5607
bridgeours_6_bart,10,1,32,0.6548,0.5140
bridgeours_6_bart,10,1,512,0.8345,0.7243
bridgeours_6_bart,10,1,16,0.5374,0.3995
bridgeours_6_bart,10,1,256,0.7931,0.6565
bridgeours_6_bart,10,1,2048,0.8889,0.7897
bridgeours_6_bart,10,1,1024,0.8558,0.7313
bridgeours_6_bart,10,1,128,0.7721,0.6472
bridgeours_6_bart,10,1,64,0.7328,0.5981
bridgeours_6_bart,10,1,2844,0.9338,0.8692
bridgeours_6_bart,10,1,32,0.6775,0.5397
bridgeours_6_bart,10,1,512,0.8236,0.6752
bridgeours_6_bart,10,1,16,0.5373,0.3692
bridgeours_6_bart,10,1,256,0.8033,0.6822
bridgeours_6_bart,10,1,2048,0.8833,0.7944
bridgeours_6_bart,10,1,1024,0.8357,0.7033
bridgeours_6_bart,10,1,128,0.7572,0.6005
bridgeours_6_bart,10,1,64,0.7037,0.5584
bridgeours_6_bart,10,1,2844,0.9261,0.8575
bridgeours_6_bart,10,1,32,0.6395,0.4813
bridgeours_6_bart,10,1,512,0.8151,0.6589
bridgeours_6_bart,10,1,16,0.5667,0.4276
bridgeours_6_bart,10,1,256,0.8083,0.6659
bridgeours_6_bart,10,1,2048,0.8928,0.7897
bridgeours_6_bart,10,1,1024,0.8688,0.7477
bridgeours_6_bart,10,1,128,0.7601,0.6379
bridgeours_6_bart,10,1,64,0.6986,0.5864
bridgeours_6_bart,10,1,32,0.6843,0.5491
bridgeours_6_bart,10,1,512,0.8414,0.7173
bridgeours_6_bart,10,1,16,0.5219,0.3925
bridgeours_6_bart,10,1,2844,0.9232,0.8575
bridgeours_6_bart,10,1,256,0.7819,0.6542
bridgeours_6_bart,10,1,2048,0.8810,0.7804
bridgeours_6_bart,10,1,1024,0.8440,0.7196
bridgeours_6_bart,10,1,128,0.7325,0.6005
bridgeours_6_bart,10,1,64,0.7051,0.5514
bridgeours_6_bart,10,1,2844,0.9261,0.8598
bridgeours_6_bart,10,1,32,0.6291,0.4766
bridgeours_6_bart,10,1,512,0.8192,0.6822
bridgeours_6_bart,10,1,16,0.5437,0.4346
bridgeours_6_bart,10,1,256,0.7476,0.5888
bridgeours_6_bart,10,1,2048,0.8752,0.7757
bridgeours_6_bart,10,1,1024,0.8489,0.7430
bridgeours_6_bart,10,1,128,0.7843,0.6449
bridgeours_6_bart,10,1,64,0.6995,0.5607
bridgeours_6_bart,10,1,32,0.6632,0.4860
bridgeours_6_bart,10,1,512,0.8133,0.6822
bridgeours_6_bart,10,1,16,0.5743,0.4393
bridgeours_6_bart,10,1,256,0.7984,0.6729
bridgeours_6_bart,10,1,2844,0.9273,0.8598
bridgeours_6_bart,10,2,2048,0.8689,0.7593
bridgeours_6_bart,10,2,1024,0.8480,0.7243
bridgeours_6_bart,10,2,128,0.7680,0.6215
bridgeours_6_bart,10,2,2844,0.9350,0.8668
bridgeours_6_bart,10,2,64,0.7286,0.6028
bridgeours_6_bart,10,2,32,0.5718,0.4299
bridgeours_6_bart,10,2,512,0.8498,0.7056
bridgeours_6_bart,10,2,16,0.6255,0.4743
bridgeours_6_bart,10,2,256,0.8109,0.6822
bridgeours_6_bart,10,2,2048,0.8862,0.7804
bridgeours_6_bart,10,2,1024,0.8883,0.7850
bridgeours_6_bart,10,2,128,0.7498,0.5888
bridgeours_6_bart,10,2,64,0.7359,0.5794
bridgeours_6_bart,10,2,2844,0.9356,0.8738
bridgeours_6_bart,10,2,32,0.6664,0.5140
bridgeours_6_bart,10,2,512,0.8383,0.7033
bridgeours_6_bart,10,2,16,0.6166,0.4766
bridgeours_6_bart,10,2,256,0.8003,0.6589
bridgeours_6_bart,10,2,2048,0.8883,0.7921
bridgeours_6_bart,10,2,1024,0.8491,0.7220
bridgeours_6_bart,10,2,128,0.7638,0.6192
bridgeours_6_bart,10,2,2844,0.9223,0.8505
bridgeours_6_bart,10,2,64,0.7213,0.5864
bridgeours_6_bart,10,2,32,0.6286,0.4860
bridgeours_6_bart,10,2,512,0.8457,0.7173
bridgeours_6_bart,10,2,16,0.6011,0.4556
bridgeours_6_bart,10,2,256,0.8246,0.6916
bridgeours_6_bart,10,2,2048,0.8880,0.7850
bridgeours_6_bart,10,2,1024,0.8638,0.7453
bridgeours_6_bart,10,2,128,0.7836,0.6449
bridgeours_6_bart,10,2,64,0.7075,0.5678
bridgeours_6_bart,10,2,32,0.6744,0.5257
bridgeours_6_bart,10,2,2844,0.9254,0.8621
bridgeours_6_bart,10,2,512,0.8356,0.6986
bridgeours_6_bart,10,2,16,0.5898,0.4299
bridgeours_6_bart,10,2,256,0.7912,0.6449
bridgeours_6_bart,10,2,2844,0.9263,0.8528
bridgeours_6_bart,10,2,2048,0.8813,0.7734
bridgeours_6_bart,10,2,1024,0.8723,0.7523
bridgeours_6_bart,10,2,128,0.7567,0.6168
bridgeours_6_bart,10,2,64,0.7150,0.5607
bridgeours_6_bart,10,2,32,0.6415,0.5047
bridgeours_6_bart,10,2,512,0.8470,0.7266
bridgeours_6_bart,10,2,16,0.5583,0.4065
bridgeours_6_bart,10,2,256,0.7881,0.6402
bridgeours_6_bart,10,2,2048,0.8841,0.7850
bridgeours_6_bart,10,2,1024,0.8676,0.7407
bridgeours_6_bart,10,2,128,0.7844,0.6472
bridgeours_6_bart,10,2,64,0.7277,0.5771
bridgeours_6_bart,10,2,2844,0.9290,0.8645
bridgeours_6_bart,10,2,32,0.6870,0.5397
bridgeours_6_bart,10,2,512,0.8352,0.6916
bridgeours_6_bart,10,2,16,0.5374,0.3855
bridgeours_6_bart,10,2,256,0.8183,0.6916
bridgeours_6_bart,10,2,2048,0.8918,0.8037
bridgeours_6_bart,10,2,1024,0.8411,0.7126
bridgeours_6_bart,10,2,128,0.7700,0.6215
bridgeours_6_bart,10,2,64,0.7166,0.5537
bridgeours_6_bart,10,2,2844,0.9305,0.8598
bridgeours_6_bart,10,2,32,0.6216,0.4603
bridgeours_6_bart,10,2,512,0.8104,0.6589
bridgeours_6_bart,10,2,16,0.5496,0.4136
bridgeours_6_bart,10,2,256,0.8085,0.6636
bridgeours_6_bart,10,2,2048,0.8962,0.7967
bridgeours_6_bart,10,2,1024,0.8756,0.7593
bridgeours_6_bart,10,2,128,0.7626,0.6355
bridgeours_6_bart,10,2,64,0.7295,0.5958
bridgeours_6_bart,10,2,32,0.6694,0.5164
bridgeours_6_bart,10,2,512,0.8520,0.7196
bridgeours_6_bart,10,2,16,0.5201,0.3832
bridgeours_6_bart,10,2,2844,0.9227,0.8528
bridgeours_6_bart,10,2,256,0.8099,0.6799
bridgeours_6_bart,10,2,2048,0.8873,0.7874
bridgeours_6_bart,10,2,1024,0.8456,0.7266
bridgeours_6_bart,10,2,128,0.7400,0.6098
bridgeours_6_bart,10,2,64,0.7165,0.5724
bridgeours_6_bart,10,2,2844,0.9314,0.8621
bridgeours_6_bart,10,2,32,0.6239,0.4766
bridgeours_6_bart,10,2,512,0.8313,0.6893
bridgeours_6_bart,10,2,16,0.5556,0.4322
bridgeours_6_bart,10,2,256,0.7693,0.6121
bridgeours_6_bart,10,2,2048,0.8780,0.7804
bridgeours_6_bart,10,2,1024,0.8561,0.7430
bridgeours_6_bart,10,2,128,0.8098,0.6729
bridgeours_6_bart,10,2,64,0.7124,0.5818
bridgeours_6_bart,10,2,32,0.6608,0.4790
bridgeours_6_bart,10,2,512,0.8200,0.6822
bridgeours_6_bart,10,2,16,0.5868,0.4486
bridgeours_6_bart,10,2,256,0.8097,0.6776
bridgeours_6_bart,10,2,2844,0.9252,0.8575
bridgeours_4_macbert,10,1,2048,0.8853,0.7897
bridgeours_4_macbert,10,1,512,0.8485,0.7126
bridgeours_4_macbert,10,1,1024,0.8510,0.7173
bridgeours_4_macbert,10,1,16,0.6617,0.5093
bridgeours_4_macbert,10,1,128,0.7598,0.6145
bridgeours_4_macbert,10,1,2844,0.9195,0.8528
bridgeours_4_macbert,10,1,256,0.8125,0.6799
bridgeours_4_macbert,10,1,64,0.7389,0.5888
bridgeours_4_macbert,10,1,32,0.6809,0.5234
bridgeours_4_macbert,10,1,2048,0.9028,0.8061
bridgeours_4_macbert,10,1,512,0.8436,0.7173
bridgeours_4_macbert,10,1,1024,0.8792,0.7664
bridgeours_4_macbert,10,1,16,0.6861,0.5257
bridgeours_4_macbert,10,1,128,0.7706,0.6262
bridgeours_4_macbert,10,1,256,0.8253,0.6986
bridgeours_4_macbert,10,1,64,0.7664,0.6098
bridgeours_4_macbert,10,1,2844,0.9126,0.8458
bridgeours_4_macbert,10,1,32,0.6797,0.5280
bridgeours_4_macbert,10,1,2048,0.8963,0.8084
bridgeours_4_macbert,10,1,512,0.8471,0.7173
bridgeours_4_macbert,10,1,1024,0.8542,0.7266
bridgeours_4_macbert,10,1,2844,0.9148,0.8435
bridgeours_4_macbert,10,1,16,0.6216,0.4603
bridgeours_4_macbert,10,1,128,0.7659,0.6192
bridgeours_4_macbert,10,1,256,0.8191,0.6986
bridgeours_4_macbert,10,1,64,0.6927,0.5280
bridgeours_4_macbert,10,1,32,0.6721,0.5187
bridgeours_4_macbert,10,1,2048,0.8933,0.7850
bridgeours_4_macbert,10,1,2844,0.9206,0.8481
bridgeours_4_macbert,10,1,512,0.8477,0.7150
bridgeours_4_macbert,10,1,1024,0.8768,0.7640
bridgeours_4_macbert,10,1,16,0.6361,0.4883
bridgeours_4_macbert,10,1,128,0.7796,0.6379
bridgeours_4_macbert,10,1,256,0.8178,0.6799
bridgeours_4_macbert,10,1,64,0.6832,0.5444
bridgeours_4_macbert,10,1,32,0.6973,0.5421
bridgeours_4_macbert,10,1,2048,0.8689,0.7617
bridgeours_4_macbert,10,1,2844,0.9136,0.8435
bridgeours_4_macbert,10,1,512,0.8617,0.7407
bridgeours_4_macbert,10,1,1024,0.8758,0.7593
bridgeours_4_macbert,10,1,16,0.6149,0.4813
bridgeours_4_macbert,10,1,128,0.7786,0.6495
bridgeours_4_macbert,10,1,256,0.7699,0.6332
bridgeours_4_macbert,10,1,64,0.6854,0.5350
bridgeours_4_macbert,10,1,32,0.6748,0.5187
bridgeours_4_macbert,10,1,2844,0.9155,0.8388
bridgeours_4_macbert,10,1,2048,0.8848,0.7850
bridgeours_4_macbert,10,1,512,0.8356,0.6893
bridgeours_4_macbert,10,1,1024,0.8547,0.7220
bridgeours_4_macbert,10,1,16,0.5687,0.4206
bridgeours_4_macbert,10,1,128,0.7675,0.6402
bridgeours_4_macbert,10,1,256,0.8392,0.7173
bridgeours_4_macbert,10,1,64,0.7071,0.5794
bridgeours_4_macbert,10,1,32,0.6625,0.5023
bridgeours_4_macbert,10,1,2048,0.8948,0.7897
bridgeours_4_macbert,10,1,2844,0.9187,0.8528
bridgeours_4_macbert,10,1,512,0.8326,0.6916
bridgeours_4_macbert,10,1,1024,0.8603,0.7407
bridgeours_4_macbert,10,1,16,0.6010,0.4463
bridgeours_4_macbert,10,1,128,0.8005,0.6636
bridgeours_4_macbert,10,1,256,0.7876,0.6659
bridgeours_4_macbert,10,1,64,0.7187,0.5561
bridgeours_4_macbert,10,1,32,0.6936,0.5257
bridgeours_4_macbert,10,1,2048,0.8887,0.7874
bridgeours_4_macbert,10,1,512,0.8500,0.7196
bridgeours_4_macbert,10,1,1024,0.8673,0.7453
bridgeours_4_macbert,10,1,16,0.6535,0.5047
bridgeours_4_macbert,10,1,128,0.7789,0.6332
bridgeours_4_macbert,10,1,256,0.8124,0.6636
bridgeours_4_macbert,10,1,64,0.7307,0.5771
bridgeours_4_macbert,10,1,2844,0.9218,0.8621
bridgeours_4_macbert,10,1,32,0.6834,0.4977
bridgeours_4_macbert,10,1,2048,0.8881,0.7897
bridgeours_4_macbert,10,1,512,0.8308,0.6799
bridgeours_4_macbert,10,1,1024,0.8599,0.7430
bridgeours_4_macbert,10,1,16,0.6803,0.5257
bridgeours_4_macbert,10,1,128,0.7880,0.6589
bridgeours_4_macbert,10,1,256,0.8159,0.6589
bridgeours_4_macbert,10,1,64,0.7492,0.5841
bridgeours_4_macbert,10,1,2844,0.9121,0.8341
bridgeours_4_macbert,10,1,32,0.6808,0.5000
bridgeours_4_macbert,10,1,2048,0.8741,0.7687
bridgeours_4_macbert,10,1,512,0.8356,0.6986
bridgeours_4_macbert,10,1,1024,0.8548,0.7383
bridgeours_4_macbert,10,1,16,0.6413,0.4790
bridgeours_4_macbert,10,1,128,0.7928,0.6425
bridgeours_4_macbert,10,1,256,0.8343,0.7079
bridgeours_4_macbert,10,1,2844,0.9252,0.8575
bridgeours_4_macbert,10,1,64,0.7217,0.5584
bridgeours_4_macbert,10,1,32,0.6927,0.5023
bridgeours_4_macbert,10,2,2048,0.8899,0.7944
bridgeours_4_macbert,10,2,512,0.8287,0.6846
bridgeours_4_macbert,10,2,1024,0.8496,0.7126
bridgeours_4_macbert,10,2,16,0.6726,0.5210
bridgeours_4_macbert,10,2,128,0.7758,0.6238
bridgeours_4_macbert,10,2,2844,0.9205,0.8528
bridgeours_4_macbert,10,2,256,0.8043,0.6706
bridgeours_4_macbert,10,2,64,0.7300,0.5794
bridgeours_4_macbert,10,2,32,0.6660,0.5304
bridgeours_4_macbert,10,2,2048,0.8993,0.7921
bridgeours_4_macbert,10,2,512,0.8467,0.7056
bridgeours_4_macbert,10,2,1024,0.8798,0.7687
bridgeours_4_macbert,10,2,16,0.6772,0.5210
bridgeours_4_macbert,10,2,128,0.7760,0.6192
bridgeours_4_macbert,10,2,256,0.8414,0.7103
bridgeours_4_macbert,10,2,64,0.7782,0.6192
bridgeours_4_macbert,10,2,2844,0.9121,0.8458
bridgeours_4_macbert,10,2,32,0.6919,0.5187
bridgeours_4_macbert,10,2,2048,0.8934,0.8014
bridgeours_4_macbert,10,2,512,0.8586,0.7220
bridgeours_4_macbert,10,2,1024,0.8560,0.7336
bridgeours_4_macbert,10,2,2844,0.9121,0.8411
bridgeours_4_macbert,10,2,16,0.6103,0.4673
bridgeours_4_macbert,10,2,128,0.7521,0.5911
bridgeours_4_macbert,10,2,256,0.8318,0.7103
bridgeours_4_macbert,10,2,64,0.7220,0.5631
bridgeours_4_macbert,10,2,32,0.7070,0.5444
bridgeours_4_macbert,10,2,2048,0.8870,0.7780
bridgeours_4_macbert,10,2,2844,0.9261,0.8505
bridgeours_4_macbert,10,2,512,0.8451,0.7079
bridgeours_4_macbert,10,2,1024,0.8843,0.7734
bridgeours_4_macbert,10,2,16,0.6177,0.4696
bridgeours_4_macbert,10,2,128,0.7966,0.6519
bridgeours_4_macbert,10,2,256,0.8338,0.6893
bridgeours_4_macbert,10,2,64,0.6965,0.5537
bridgeours_4_macbert,10,2,32,0.6883,0.5444
bridgeours_4_macbert,10,2,2048,0.8762,0.7617
bridgeours_4_macbert,10,2,2844,0.9203,0.8505
bridgeours_4_macbert,10,2,512,0.8613,0.7383
bridgeours_4_macbert,10,2,1024,0.8834,0.7710
bridgeours_4_macbert,10,2,16,0.5652,0.4276
bridgeours_4_macbert,10,2,128,0.7756,0.6262
bridgeours_4_macbert,10,2,256,0.7772,0.6449
bridgeours_4_macbert,10,2,64,0.6864,0.5304
bridgeours_4_macbert,10,2,32,0.6613,0.4953
bridgeours_4_macbert,10,2,2844,0.9302,0.8598
bridgeours_4_macbert,10,2,2048,0.8930,0.7944
bridgeours_4_macbert,10,2,512,0.8369,0.6939
bridgeours_4_macbert,10,2,1024,0.8619,0.7430
bridgeours_4_macbert,10,2,16,0.5458,0.3972
bridgeours_4_macbert,10,2,128,0.7821,0.6449
bridgeours_4_macbert,10,2,256,0.8515,0.7336
bridgeours_4_macbert,10,2,64,0.7278,0.5794
bridgeours_4_macbert,10,2,32,0.6724,0.5093
bridgeours_4_macbert,10,2,2048,0.8909,0.7944
bridgeours_4_macbert,10,2,2844,0.9224,0.8598
bridgeours_4_macbert,10,2,512,0.8366,0.6893
bridgeours_4_macbert,10,2,1024,0.8602,0.7383
bridgeours_4_macbert,10,2,16,0.5389,0.3808
bridgeours_4_macbert,10,2,128,0.8010,0.6565
bridgeours_4_macbert,10,2,256,0.7983,0.6776
bridgeours_4_macbert,10,2,64,0.7360,0.5724
bridgeours_4_macbert,10,2,32,0.6479,0.4836
bridgeours_4_macbert,10,2,2048,0.8916,0.7944
bridgeours_4_macbert,10,2,512,0.8500,0.7243
bridgeours_4_macbert,10,2,1024,0.8633,0.7383
bridgeours_4_macbert,10,2,16,0.6502,0.4953
bridgeours_4_macbert,10,2,128,0.7927,0.6425
bridgeours_4_macbert,10,2,256,0.8151,0.6729
bridgeours_4_macbert,10,2,64,0.7224,0.5748
bridgeours_4_macbert,10,2,2844,0.9221,0.8551
bridgeours_4_macbert,10,2,32,0.6845,0.5164
bridgeours_4_macbert,10,2,2048,0.8917,0.7944
bridgeours_4_macbert,10,2,512,0.8357,0.6963
bridgeours_4_macbert,10,2,1024,0.8669,0.7547
bridgeours_4_macbert,10,2,16,0.6567,0.5070
bridgeours_4_macbert,10,2,128,0.7826,0.6589
bridgeours_4_macbert,10,2,256,0.8104,0.6612
bridgeours_4_macbert,10,2,64,0.7516,0.6005
bridgeours_4_macbert,10,2,2844,0.9148,0.8458
bridgeours_4_macbert,10,2,32,0.6593,0.5000
bridgeours_4_macbert,10,2,2048,0.8797,0.7664
bridgeours_4_macbert,10,2,512,0.8471,0.7126
bridgeours_4_macbert,10,2,1024,0.8584,0.7360
bridgeours_4_macbert,10,2,16,0.6506,0.4883
bridgeours_4_macbert,10,2,128,0.8146,0.6636
bridgeours_4_macbert,10,2,256,0.8471,0.7150
bridgeours_4_macbert,10,2,2844,0.9254,0.8575
bridgeours_4_macbert,10,2,64,0.7269,0.5491
bridgeours_4_macbert,10,2,32,0.6806,0.4790
bridgeours_5_macbert,10,1,2048,0.8878,0.7897
bridgeours_5_macbert,10,1,512,0.8665,0.7430
bridgeours_5_macbert,10,1,1024,0.8647,0.7360
bridgeours_5_macbert,10,1,16,0.6294,0.4696
bridgeours_5_macbert,10,1,128,0.7862,0.6425
bridgeours_5_macbert,10,1,2844,0.9168,0.8481
bridgeours_5_macbert,10,1,256,0.8218,0.6963
bridgeours_5_macbert,10,1,64,0.7307,0.5958
bridgeours_5_macbert,10,1,32,0.6144,0.4743
bridgeours_5_macbert,10,1,2048,0.8979,0.7967
bridgeours_5_macbert,10,1,512,0.8508,0.7150
bridgeours_5_macbert,10,1,1024,0.8847,0.7757
bridgeours_5_macbert,10,1,16,0.6586,0.4836
bridgeours_5_macbert,10,1,128,0.7887,0.6355
bridgeours_5_macbert,10,1,256,0.8505,0.7196
bridgeours_5_macbert,10,1,64,0.7677,0.5888
bridgeours_5_macbert,10,1,2844,0.9120,0.8411
bridgeours_5_macbert,10,1,32,0.7022,0.5304
bridgeours_5_macbert,10,1,2048,0.8969,0.8061
bridgeours_5_macbert,10,1,512,0.8466,0.7056
bridgeours_5_macbert,10,1,1024,0.8535,0.7243
bridgeours_5_macbert,10,1,2844,0.9136,0.8458
bridgeours_5_macbert,10,1,16,0.5982,0.4416
bridgeours_5_macbert,10,1,128,0.7741,0.6121
bridgeours_5_macbert,10,1,256,0.8364,0.7033
bridgeours_5_macbert,10,1,64,0.7298,0.5748
bridgeours_5_macbert,10,1,32,0.7262,0.5748
bridgeours_5_macbert,10,1,2048,0.8805,0.7710
bridgeours_5_macbert,10,1,2844,0.9222,0.8505
bridgeours_5_macbert,10,1,512,0.8653,0.7430
bridgeours_5_macbert,10,1,1024,0.8667,0.7617
bridgeours_5_macbert,10,1,16,0.6553,0.5023
bridgeours_5_macbert,10,1,128,0.8008,0.6449
bridgeours_5_macbert,10,1,256,0.8194,0.6682
bridgeours_5_macbert,10,1,64,0.7089,0.5678
bridgeours_5_macbert,10,1,32,0.7129,0.5584
bridgeours_5_macbert,10,1,2048,0.8762,0.7687
bridgeours_5_macbert,10,1,2844,0.9193,0.8528
bridgeours_5_macbert,10,1,512,0.8634,0.7453
bridgeours_5_macbert,10,1,1024,0.8824,0.7640
bridgeours_5_macbert,10,1,16,0.5745,0.4322
bridgeours_5_macbert,10,1,128,0.7689,0.6308
bridgeours_5_macbert,10,1,256,0.7939,0.6519
bridgeours_5_macbert,10,1,64,0.6991,0.5444
bridgeours_5_macbert,10,1,32,0.6785,0.5047
bridgeours_5_macbert,10,1,2844,0.9264,0.8645
bridgeours_5_macbert,10,1,2048,0.8855,0.7874
bridgeours_5_macbert,10,1,512,0.8363,0.6963
bridgeours_5_macbert,10,1,1024,0.8602,0.7383
bridgeours_5_macbert,10,1,16,0.5360,0.3879
bridgeours_5_macbert,10,1,128,0.7749,0.6355
bridgeours_5_macbert,10,1,256,0.8493,0.7243
bridgeours_5_macbert,10,1,64,0.7037,0.5678
bridgeours_5_macbert,10,1,32,0.7025,0.5467
bridgeours_5_macbert,10,1,2048,0.8966,0.7991
bridgeours_5_macbert,10,1,2844,0.9297,0.8692
bridgeours_5_macbert,10,1,512,0.8260,0.6822
bridgeours_5_macbert,10,1,1024,0.8557,0.7220
bridgeours_5_macbert,10,1,16,0.5900,0.4463
bridgeours_5_macbert,10,1,128,0.7938,0.6472
bridgeours_5_macbert,10,1,256,0.8133,0.6893
bridgeours_5_macbert,10,1,64,0.7176,0.5771
bridgeours_5_macbert,10,1,32,0.6802,0.5234
bridgeours_5_macbert,10,1,2048,0.8921,0.7944
bridgeours_5_macbert,10,1,512,0.8497,0.7290
bridgeours_5_macbert,10,1,1024,0.8682,0.7523
bridgeours_5_macbert,10,1,16,0.6292,0.4720
bridgeours_5_macbert,10,1,128,0.7986,0.6565
bridgeours_5_macbert,10,1,256,0.8109,0.6706
bridgeours_5_macbert,10,1,64,0.7508,0.6238
bridgeours_5_macbert,10,1,2844,0.9168,0.8505
bridgeours_5_macbert,10,1,32,0.7011,0.5374
bridgeours_5_macbert,10,1,2048,0.8873,0.7850
bridgeours_5_macbert,10,1,512,0.8382,0.7009
bridgeours_5_macbert,10,1,1024,0.8580,0.7477
bridgeours_5_macbert,10,1,16,0.6629,0.5140
bridgeours_5_macbert,10,1,128,0.7918,0.6636
bridgeours_5_macbert,10,1,256,0.8138,0.6589
bridgeours_5_macbert,10,1,64,0.7520,0.6075
bridgeours_5_macbert,10,1,2844,0.9121,0.8388
bridgeours_5_macbert,10,1,32,0.6865,0.5070
bridgeours_5_macbert,10,1,2048,0.8743,0.7640
bridgeours_5_macbert,10,1,512,0.8376,0.6986
bridgeours_5_macbert,10,1,1024,0.8674,0.7570
bridgeours_5_macbert,10,1,16,0.6622,0.5164
bridgeours_5_macbert,10,1,128,0.7871,0.6332
bridgeours_5_macbert,10,1,256,0.8305,0.6916
bridgeours_5_macbert,10,1,2844,0.9204,0.8435
bridgeours_5_macbert,10,1,64,0.7323,0.5561
bridgeours_5_macbert,10,1,32,0.6898,0.4930
bridgeours_5_macbert,10,2,2048,0.8978,0.8061
bridgeours_5_macbert,10,2,512,0.8713,0.7430
bridgeours_5_macbert,10,2,1024,0.8638,0.7336
bridgeours_5_macbert,10,2,16,0.6478,0.4883
bridgeours_5_macbert,10,2,128,0.7879,0.6379
bridgeours_5_macbert,10,2,2844,0.9260,0.8598
bridgeours_5_macbert,10,2,256,0.8202,0.6963
bridgeours_5_macbert,10,2,64,0.7225,0.5701
bridgeours_5_macbert,10,2,32,0.6206,0.4813
bridgeours_5_macbert,10,2,2048,0.8954,0.7944
bridgeours_5_macbert,10,2,512,0.8558,0.7173
bridgeours_5_macbert,10,2,1024,0.8832,0.7710
bridgeours_5_macbert,10,2,16,0.6392,0.4743
bridgeours_5_macbert,10,2,128,0.7841,0.6355
bridgeours_5_macbert,10,2,256,0.8546,0.7196
bridgeours_5_macbert,10,2,64,0.7653,0.5818
bridgeours_5_macbert,10,2,2844,0.9145,0.8458
bridgeours_5_macbert,10,2,32,0.6915,0.5000
bridgeours_5_macbert,10,2,2048,0.8991,0.8154
bridgeours_5_macbert,10,2,512,0.8484,0.7056
bridgeours_5_macbert,10,2,1024,0.8588,0.7243
bridgeours_5_macbert,10,2,2844,0.9132,0.8481
bridgeours_5_macbert,10,2,16,0.6177,0.4509
bridgeours_5_macbert,10,2,128,0.7692,0.6005
bridgeours_5_macbert,10,2,256,0.8408,0.7033
bridgeours_5_macbert,10,2,64,0.7288,0.5514
bridgeours_5_macbert,10,2,32,0.7142,0.5397
bridgeours_5_macbert,10,2,2048,0.8874,0.7827
bridgeours_5_macbert,10,2,2844,0.9232,0.8528
bridgeours_5_macbert,10,2,512,0.8569,0.7266
bridgeours_5_macbert,10,2,1024,0.8654,0.7640
bridgeours_5_macbert,10,2,16,0.6263,0.4579
bridgeours_5_macbert,10,2,128,0.8101,0.6682
bridgeours_5_macbert,10,2,256,0.8208,0.6729
bridgeours_5_macbert,10,2,64,0.7044,0.5701
bridgeours_5_macbert,10,2,32,0.6883,0.5374
bridgeours_5_macbert,10,2,2048,0.8793,0.7734
bridgeours_5_macbert,10,2,2844,0.9126,0.8411
bridgeours_5_macbert,10,2,512,0.8613,0.7453
bridgeours_5_macbert,10,2,1024,0.8831,0.7687
bridgeours_5_macbert,10,2,16,0.5785,0.4322
bridgeours_5_macbert,10,2,128,0.8041,0.6636
bridgeours_5_macbert,10,2,256,0.7737,0.6308
