domain,epochs,iter,样本数,F1,EM
bridgeours_6_macbert,10,3,1024,0.8676199999999998,0.7495299999999999
bridgeours_6_macbert,10,3,2048,0.8906899999999999,0.7906499999999999
bridgeours_6_macbert,10,3,2844,0.9214800000000001,0.8537399999999999
bridgeours_6_roberta,10,1,16,0.6100000000000001,0.46776000000000006
bridgeours_6_roberta,10,1,32,0.6756800000000001,0.52523
bridgeours_6_roberta,10,1,64,0.7233799999999999,0.58854
bridgeours_6_roberta,10,1,128,0.78306,0.64767
bridgeours_6_roberta,10,1,256,0.8106399999999999,0.68365
bridgeours_6_roberta,10,1,512,0.83747,0.70817
bridgeours_6_roberta,10,1,1024,0.859,0.74439
bridgeours_6_roberta,10,1,2048,0.88781,0.7920400000000001
bridgeours_6_roberta,10,1,2844,0.82829,0.7640100000000001
bridgeours_6_roberta,10,2,16,0.62049,0.47170999999999996
bridgeours_6_roberta,10,2,32,0.67377,0.51637
bridgeours_6_roberta,10,2,64,0.72827,0.58412
bridgeours_6_roberta,10,2,128,0.7810799999999999,0.6423
bridgeours_6_roberta,10,2,256,0.8184999999999999,0.68831
bridgeours_6_roberta,10,2,512,0.84084,0.7123999999999999
bridgeours_6_roberta,10,2,1024,0.8595599999999999,0.7446299999999999
bridgeours_6_roberta,10,2,2048,0.8900099999999999,0.7918099999999999
bridgeours_6_roberta,10,2,2844,0.92074,0.8511599999999999
bridgeours_6_roberta,10,3,16,0.6161700000000001,0.46963
bridgeours_6_roberta,10,3,32,0.66921,0.50866
bridgeours_6_roberta,10,3,64,0.72593,0.58106
bridgeours_6_roberta,10,3,128,0.7827000000000001,0.6418400000000001
bridgeours_6_roberta,10,3,256,0.8209099999999999,0.6915799999999999
bridgeours_6_roberta,10,3,512,0.8443000000000002,0.71683
bridgeours_6_roberta,10,3,1024,0.8620599999999999,0.74719
bridgeours_6_roberta,10,3,2048,0.8911000000000001,0.79369
bridgeours_6_roberta,10,3,2844,0.9230799999999999,0.85513
bridgequestion_type_random,10,2,16,0.63752,0.49160000000000004
bridgequestion_type_random,10,2,32,0.6779,0.51753
bridgequestion_type_random,10,2,64,0.7377,0.5913499999999999
bridgequestion_type_random,10,2,128,0.78928,0.6481300000000001
bridgequestion_type_random,10,2,256,0.8146199999999999,0.6813
bridgequestion_type_random,10,2,512,0.85045,0.71754
bridgequestion_type_random,10,2,1024,0.86266,0.74648
bridgequestion_type_random,10,2,2048,0.8908200000000001,0.7908999999999999
bridgequestion_type_random,10,2,2844,0.92197,0.8532699999999999
bridgequestion_type_random_new,10,2,16,0.6090300000000001,0.4581799999999999
bridgequestion_type_random_new,10,2,32,0.67207,0.51681
bridgequestion_type_random_new,10,2,64,0.72907,0.5845699999999999
bridgequestion_type_random_new,10,2,128,0.7865300000000001,0.64299
bridgequestion_type_random_new,10,2,256,0.81465,0.6815300000000001
bridgequestion_type_random_new,10,2,512,0.8457899999999998,0.71661
bridgequestion_type_random_new,10,2,1024,0.8623,0.7441500000000001
bridgequestion_type_random_new,10,2,2048,0.8867499999999999,0.78809
bridgequestion_type_random_new,10,2,2844,0.9233200000000001,0.8558300000000001
bridgerandom_answer,10,2,16,0.12158,0.02476
bridgerandom_answer,10,2,32,0.15687,0.057010000000000005
bridgerandom_answer,10,2,64,0.29450000000000004,0.18271
bridgerandom_answer,10,2,128,0.65366,0.5119
bridgerandom_answer,10,2,256,0.7615099999999999,0.6324799999999999
bridgerandom_answer,10,2,512,0.81372,0.68458
bridgerandom_answer,10,2,1024,0.8438100000000001,0.72359
bridgerandom_answer,10,2,2048,0.8797499999999999,0.7799099999999999
bridgerandom_answer,10,2,2844,0.9150199999999998,0.8436899999999999
bridgereview,10,2,16,0.11435,0.04882
bridgereview,10,2,32,0.21395999999999998,0.10559
bridgereview,10,2,64,0.5489700000000001,0.38434
bridgereview,10,2,128,0.6973500000000001,0.5511600000000001
bridgereview,10,2,256,0.7758,0.6444099999999999
bridgereview,10,2,512,0.8260400000000001,0.6918300000000001
bridgereview,10,2,1024,0.8573000000000001,0.73738
bridgereview,10,2,2048,0.88581,0.78481
bridgereview,10,2,2844,0.9169199999999998,0.84579
bridgeroberta_finetune,10,2,16,0.09106,0.026159999999999996
bridgeroberta_finetune,10,2,32,0.13103,0.052099999999999994
bridgeroberta_finetune,10,2,64,0.17741,0.08854000000000001
